Type,region,schoolType,Service Type,year,coverage,School-age population,serviceLevel
sdg,Central and Southern Asia,primary,Drinking water,2008,20.70023,38126142.1,No service
sdg,Central and Southern Asia,secondary,Drinking water,2008,11.47152,28632595.3,No service
sdg,Central and Southern Asia,total,Drinking water,2009,20.83848,112492324.6,No service
sdg,Central and Southern Asia,primary,Drinking water,2009,19.87395,36747149.51,No service
sdg,Central and Southern Asia,secondary,Drinking water,2009,11.04079,27672710.06,No service
sdg,Central and Southern Asia,total,Drinking water,2010,19.79569,107210956.4,No service
sdg,Central and Southern Asia,primary,Drinking water,2010,19.05661,35356875.18,No service
sdg,Central and Southern Asia,secondary,Drinking water,2010,10.60935,26709735.18,No service
sdg,Central and Southern Asia,total,Drinking water,2011,18.73901,101755897.8,No service
sdg,Central and Southern Asia,primary,Drinking water,2011,18.25963,33962161.81,No service
sdg,Central and Southern Asia,secondary,Drinking water,2011,10.17595,25730397.84,No service
sdg,Central and Southern Asia,total,Drinking water,2012,17.77219,96783344.7,No service
sdg,Central and Southern Asia,primary,Drinking water,2012,17.46902,32576168.21,No service
sdg,Central and Southern Asia,secondary,Drinking water,2012,9.74133,24726919.72,No service
sdg,Central and Southern Asia,total,Drinking water,2013,16.72453,91342545.54,No service
sdg,Central and Southern Asia,primary,Drinking water,2013,16.94928,31878399.32,No service
sdg,Central and Southern Asia,secondary,Drinking water,2013,9.30814,23622205.29,No service
sdg,Central and Southern Asia,total,Drinking water,2014,15.70078,85982404.01,No service
sdg,Central and Southern Asia,primary,Drinking water,2014,16.20946,30579986.61,No service
sdg,Central and Southern Asia,secondary,Drinking water,2014,8.87592,22624249.06,No service
sdg,Central and Southern Asia,total,Drinking water,2015,14.68319,80490336.39,No service
sdg,Central and Southern Asia,primary,Drinking water,2015,15.47949,29258564.27,No service
sdg,Central and Southern Asia,secondary,Drinking water,2015,8.44527,21602155.6,No service
sdg,Central and Southern Asia,total,Drinking water,2016,13.67301,74979836.6,No service
sdg,Central and Southern Asia,primary,Drinking water,2016,14.76151,27925293.66,No service
sdg,Central and Southern Asia,secondary,Drinking water,2016,8.01824,20567201.44,No service
sdg,Central and Southern Asia,total,Drinking water,2017,12.671,69480218.87,No service
sdg,Central and Southern Asia,primary,Drinking water,2017,14.0583,26611957.92,No service
sdg,Central and Southern Asia,secondary,Drinking water,2017,7.59361,19541840.76,No service
sdg,Central and Southern Asia,total,Drinking water,2018,11.68502,63977296.1,No service
sdg,Central and Southern Asia,primary,Drinking water,2018,13.37885,25272236.3,No service
sdg,Central and Southern Asia,secondary,Drinking water,2018,7.17382,18515548.32,No service
sdg,Central and Southern Asia,total,Drinking water,2019,10.64206,58519475.28,No service
sdg,Central and Southern Asia,primary,Drinking water,2019,12.73467,23930156.25,No service
sdg,Central and Southern Asia,secondary,Drinking water,2019,6.87462,17793306.19,No service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2000,0.37895,844821.4664,No service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2001,0.38049,882707.1259,No service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2002,0.38144,910033.6672,No service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2003,0.38183,923952.1707,No service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2004,0.42455,1027437.804,No service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2005,4.95977,25481055.6,No service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2005,0.42692,1016986.369,No service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2006,4.95266,24943375.23,No service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2006,0.43012,991376.2863,No service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2007,4.94526,24287618.34,No service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2007,0.43356,956597.1157,No service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2008,4.93954,23676742.28,No service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2008,0.43725,924875.1004,No service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2009,4.93292,23161508.29,No service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2009,0.43615,890539.9506,No service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2010,7.15972,33158928.51,No service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2010,2.15116,4269848.501,No service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2011,6.77756,31049426.35,No service
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2011,5.36381,9778394.578,No service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2011,4.21854,8221884.139,No service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2012,6.39768,29114507.56,No service
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2012,5.4087,9798841.827,No service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2012,4.30022,8278118.422,No service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2013,6.21172,28149178.67,No service
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2013,5.61097,10130356.05,No service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2013,4.36268,8314074.627,No service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2014,5.80531,26209725.18,No service
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2014,5.61176,10121416.45,No service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2014,4.43385,8358600.607,No service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2015,5.63227,25344751.08,No service
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2015,5.85528,10573542.28,No service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2015,4.50316,8399441.004,No service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2016,5.7366,25757463.85,No service
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2016,6.23694,11294828.48,No service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2016,4.8066,8878007.186,No service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2017,5.73948,25848219.74,No service
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2017,6.47235,11757767.29,No service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2017,5.17854,9588699.416,No service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2018,5.80385,26262817.18,No service
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2018,6.71112,12241406.48,No service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2018,5.52851,10298482.4,No service
sdg,Eastern and South-Eastern Asia,total,Drinking water,2019,5.85532,26287210.12,No service
sdg,Eastern and South-Eastern Asia,primary,Drinking water,2019,6.94671,12738592.23,No service
sdg,Eastern and South-Eastern Asia,secondary,Drinking water,2019,5.13963,9420980.866,No service
sdg,Europe and Northern America,total,Drinking water,2000,0.00936,19082.11681,No service
sdg,Europe and Northern America,primary,Drinking water,2000,0,0,No service
sdg,Europe and Northern America,secondary,Drinking water,2000,0,0,No service
sdg,Europe and Northern America,total,Drinking water,2001,0.00857,17268.87049,No service
sdg,Europe and Northern America,primary,Drinking water,2001,0,0,No service
sdg,Europe and Northern America,secondary,Drinking water,2001,0,0,No service
sdg,Europe and Northern America,total,Drinking water,2002,0.00782,15562.94972,No service
sdg,Europe and Northern America,primary,Drinking water,2002,0,0,No service
sdg,Europe and Northern America,secondary,Drinking water,2002,0,0,No service
sdg,Europe and Northern America,total,Drinking water,2003,0.71443,1406428.169,No service
sdg,Europe and Northern America,primary,Drinking water,2003,0,0,No service
sdg,Europe and Northern America,secondary,Drinking water,2003,0,0,No service
sdg,Europe and Northern America,total,Drinking water,2004,0.84707,1668575.236,No service
sdg,Europe and Northern America,primary,Drinking water,2004,0,0,No service
sdg,Europe and Northern America,secondary,Drinking water,2004,0,0,No service
sdg,Europe and Northern America,total,Drinking water,2005,0.81739,1590196.725,No service
sdg,Europe and Northern America,primary,Drinking water,2005,0,0,No service
sdg,Europe and Northern America,secondary,Drinking water,2005,0,0,No service
sdg,Europe and Northern America,total,Drinking water,2006,0.78868,1516404.844,No service
sdg,Europe and Northern America,primary,Drinking water,2006,0,0,No service
sdg,Europe and Northern America,secondary,Drinking water,2006,0,0,No service
sdg,Europe and Northern America,total,Drinking water,2007,0.76384,1452957.087,No service
sdg,Europe and Northern America,primary,Drinking water,2007,0,0,No service
sdg,Europe and Northern America,secondary,Drinking water,2007,0,0,No service
sdg,Europe and Northern America,total,Drinking water,2008,0.70897,1335378.913,No service
sdg,Europe and Northern America,primary,Drinking water,2008,0,0,No service
sdg,Europe and Northern America,secondary,Drinking water,2008,0,0,No service
sdg,Europe and Northern America,total,Drinking water,2009,0.65016,1213554.809,No service
sdg,Europe and Northern America,primary,Drinking water,2009,0,0,No service
sdg,Europe and Northern America,secondary,Drinking water,2009,0,0,No service
sdg,Europe and Northern America,total,Drinking water,2010,0.59792,1108484.026,No service
sdg,Europe and Northern America,primary,Drinking water,2010,0,0,No service
sdg,Europe and Northern America,secondary,Drinking water,2010,0,0,No service
sdg,Europe and Northern America,total,Drinking water,2011,0.54953,1014620.354,No service
sdg,Europe and Northern America,primary,Drinking water,2011,0,0,No service
sdg,Europe and Northern America,secondary,Drinking water,2011,0,0,No service
sdg,Europe and Northern America,total,Drinking water,2012,0.50552,930984.1814,No service
sdg,Europe and Northern America,primary,Drinking water,2012,0,0,No service
sdg,Europe and Northern America,secondary,Drinking water,2012,0,0,No service
sdg,Europe and Northern America,total,Drinking water,2013,0.46473,855391.4318,No service
sdg,Europe and Northern America,primary,Drinking water,2013,0,0,No service
sdg,Europe and Northern America,secondary,Drinking water,2013,0,0,No service
sdg,Europe and Northern America,total,Drinking water,2014,0.42572,784973.585,No service
sdg,Europe and Northern America,primary,Drinking water,2014,0,0,No service
sdg,Europe and Northern America,secondary,Drinking water,2014,0,0,No service
sdg,Europe and Northern America,total,Drinking water,2015,0.38973,716750.5492,No service
sdg,Europe and Northern America,primary,Drinking water,2015,0,0,No service
sdg,Europe and Northern America,secondary,Drinking water,2015,0,0,No service
sdg,Europe and Northern America,total,Drinking water,2016,0.35875,660896.6007,No service
sdg,Europe and Northern America,primary,Drinking water,2016,0,0,No service
sdg,Europe and Northern America,secondary,Drinking water,2016,0,0,No service
sdg,Europe and Northern America,total,Drinking water,2017,0.33351,616951.1357,No service
sdg,Europe and Northern America,primary,Drinking water,2017,0,0,No service
sdg,Europe and Northern America,secondary,Drinking water,2017,0,0,No service
sdg,Europe and Northern America,total,Drinking water,2018,0.30641,570280.0786,No service
sdg,Europe and Northern America,primary,Drinking water,2018,0,0,No service
sdg,Europe and Northern America,secondary,Drinking water,2018,0,0,No service
sdg,Europe and Northern America,total,Drinking water,2019,0.27458,512008.5804,No service
sdg,Europe and Northern America,primary,Drinking water,2019,0,0,No service
sdg,Europe and Northern America,secondary,Drinking water,2019,0,0,No service
sdg,Latin America and the Caribbean,total,Drinking water,2000,24.91499,38870801.15,No service
sdg,Latin America and the Caribbean,primary,Drinking water,2000,23.08383,13545626.89,No service
sdg,Latin America and the Caribbean,secondary,Drinking water,2000,2.54502,1690775.107,No service
sdg,Latin America and the Caribbean,total,Drinking water,2001,24.49853,37880135.78,No service
sdg,Latin America and the Caribbean,primary,Drinking water,2001,22.75879,13346133.01,No service
sdg,Latin America and the Caribbean,secondary,Drinking water,2001,2.76233,1834957.998,No service
sdg,Latin America and the Caribbean,total,Drinking water,2002,24.13111,37438995.97,No service
sdg,Latin America and the Caribbean,primary,Drinking water,2002,22.53366,13263850.01,No service
sdg,Latin America and the Caribbean,secondary,Drinking water,2002,2.84594,1901088.508,No service
sdg,Latin America and the Caribbean,total,Drinking water,2003,23.86095,37082557.28,No service
sdg,Latin America and the Caribbean,primary,Drinking water,2003,22.51298,13327477.87,No service
sdg,Latin America and the Caribbean,secondary,Drinking water,2003,3.17526,2124673.643,No service
sdg,Latin America and the Caribbean,total,Drinking water,2004,23.64424,37182896.96,No service
sdg,Latin America and the Caribbean,primary,Drinking water,2004,22.58393,13531773.8,No service
sdg,Latin America and the Caribbean,secondary,Drinking water,2004,3.6054,2439751.873,No service
sdg,Latin America and the Caribbean,total,Drinking water,2005,23.02615,36145874.45,No service
sdg,Latin America and the Caribbean,primary,Drinking water,2005,22.83662,13617530.83,No service
sdg,Latin America and the Caribbean,secondary,Drinking water,2005,4.02431,2736333.008,No service
sdg,Latin America and the Caribbean,total,Drinking water,2006,22.36853,34786791.11,No service
sdg,Latin America and the Caribbean,primary,Drinking water,2006,22.30439,13172744.76,No service
sdg,Latin America and the Caribbean,secondary,Drinking water,2006,4.43638,3023104.9,No service
sdg,Latin America and the Caribbean,total,Drinking water,2007,21.79553,34110201.9,No service
sdg,Latin America and the Caribbean,primary,Drinking water,2007,21.9506,13050777.47,No service
sdg,Latin America and the Caribbean,secondary,Drinking water,2007,7.21328,4952163.647,No service
sdg,Latin America and the Caribbean,total,Drinking water,2008,21.19583,33070589.32,No service
sdg,Latin America and the Caribbean,primary,Drinking water,2008,21.42158,12603457.55,No service
sdg,Latin America and the Caribbean,secondary,Drinking water,2008,7.62204,5237811.158,No service
sdg,Latin America and the Caribbean,total,Drinking water,2009,20.58961,32107439.45,No service
sdg,Latin America and the Caribbean,primary,Drinking water,2009,20.77019,12180011.15,No service
sdg,Latin America and the Caribbean,secondary,Drinking water,2009,8.465,5832632.384,No service
sdg,Latin America and the Caribbean,total,Drinking water,2010,19.97563,30968003.47,No service
sdg,Latin America and the Caribbean,primary,Drinking water,2010,20.47823,12078210.39,No service
sdg,Latin America and the Caribbean,secondary,Drinking water,2010,8.78391,6028650.653,No service
sdg,Latin America and the Caribbean,total,Drinking water,2011,19.38391,30040096.68,No service
sdg,Latin America and the Caribbean,primary,Drinking water,2011,19.89183,11469629.42,No service
sdg,Latin America and the Caribbean,secondary,Drinking water,2011,9.1256,6298538.57,No service
sdg,Latin America and the Caribbean,total,Drinking water,2012,18.81214,29045426.01,No service
sdg,Latin America and the Caribbean,primary,Drinking water,2012,19.41892,11100532.69,No service
sdg,Latin America and the Caribbean,secondary,Drinking water,2012,9.47064,6557705.571,No service
sdg,Latin America and the Caribbean,total,Drinking water,2013,18.14905,28420323.52,No service
sdg,Latin America and the Caribbean,primary,Drinking water,2013,19.25673,11520192.81,No service
sdg,Latin America and the Caribbean,secondary,Drinking water,2013,9.89059,6791151.963,No service
sdg,Latin America and the Caribbean,total,Drinking water,2014,17.6092,27470671.53,No service
sdg,Latin America and the Caribbean,primary,Drinking water,2014,18.80076,11205033.92,No service
sdg,Latin America and the Caribbean,secondary,Drinking water,2014,10.28207,7039392.106,No service
sdg,Latin America and the Caribbean,total,Drinking water,2015,17.05089,26454340.91,No service
sdg,Latin America and the Caribbean,primary,Drinking water,2015,18.33502,10891708.25,No service
sdg,Latin America and the Caribbean,secondary,Drinking water,2015,10.45843,7102162.675,No service
sdg,Latin America and the Caribbean,total,Drinking water,2016,16.84506,25934645.48,No service
sdg,Latin America and the Caribbean,primary,Drinking water,2016,18.04638,10630162.68,No service
sdg,Latin America and the Caribbean,secondary,Drinking water,2016,8.75453,5914275.452,No service
sdg,Latin America and the Caribbean,total,Drinking water,2017,16.42766,25170543.99,No service
sdg,Latin America and the Caribbean,primary,Drinking water,2017,17.60378,10305063.77,No service
sdg,Latin America and the Caribbean,secondary,Drinking water,2017,8.83698,5935227.801,No service
sdg,Latin America and the Caribbean,total,Drinking water,2018,16.01163,24564995.9,No service
sdg,Latin America and the Caribbean,primary,Drinking water,2018,17.17832,10045633.27,No service
sdg,Latin America and the Caribbean,secondary,Drinking water,2018,8.8635,6003218.349,No service
sdg,Latin America and the Caribbean,total,Drinking water,2019,15.58372,23703216.46,No service
sdg,Latin America and the Caribbean,primary,Drinking water,2019,16.74422,9780480.007,No service
sdg,Latin America and the Caribbean,secondary,Drinking water,2019,9.05579,6060912.331,No service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2006,3.01511,1546183.462,No service
sdg,Northern Africa and Western Asia,total,Drinking water,2007,5.3555,6531768.503,No service
sdg,Northern Africa and Western Asia,primary,Drinking water,2007,7.62213,3723610.271,No service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2007,3.37796,1766641.52,No service
sdg,Northern Africa and Western Asia,total,Drinking water,2008,5.35852,6562027.619,No service
sdg,Northern Africa and Western Asia,primary,Drinking water,2008,7.68723,3768608.541,No service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2008,3.38862,1777196.214,No service
sdg,Northern Africa and Western Asia,total,Drinking water,2009,10.66926,13183979.01,No service
sdg,Northern Africa and Western Asia,primary,Drinking water,2009,7.97295,3876496.952,No service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2009,3.39897,1826894.277,No service
sdg,Northern Africa and Western Asia,total,Drinking water,2010,10.8296,13457337.97,No service
sdg,Northern Africa and Western Asia,primary,Drinking water,2010,8.26781,4047347.384,No service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2010,3.3772,1818576.527,No service
sdg,Northern Africa and Western Asia,total,Drinking water,2011,10.96984,13719519.58,No service
sdg,Northern Africa and Western Asia,primary,Drinking water,2011,8.54658,4222402.107,No service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2011,3.35669,1810796.128,No service
sdg,Northern Africa and Western Asia,total,Drinking water,2012,11.13977,14032229.92,No service
sdg,Northern Africa and Western Asia,primary,Drinking water,2012,8.81985,4397783.034,No service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2012,3.29837,1781777.811,No service
sdg,Northern Africa and Western Asia,total,Drinking water,2013,12.0797,15337916.39,No service
sdg,Northern Africa and Western Asia,primary,Drinking water,2013,9.88026,4856404.192,No service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2013,4.28047,2368561.497,No service
sdg,Northern Africa and Western Asia,total,Drinking water,2014,11.93179,15290799.91,No service
sdg,Northern Africa and Western Asia,primary,Drinking water,2014,11.08107,5622606.696,No service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2014,4.78398,2606924.45,No service
sdg,Northern Africa and Western Asia,total,Drinking water,2015,12.10669,15679438.02,No service
sdg,Northern Africa and Western Asia,primary,Drinking water,2015,11.32941,5845484.191,No service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2015,4.81199,2627292.33,No service
sdg,Northern Africa and Western Asia,total,Drinking water,2016,12.2492,16072066.14,No service
sdg,Northern Africa and Western Asia,primary,Drinking water,2016,11.57657,6083563.555,No service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2016,4.79505,2633844.497,No service
sdg,Northern Africa and Western Asia,total,Drinking water,2017,12.37801,16481698.19,No service
sdg,Northern Africa and Western Asia,primary,Drinking water,2017,11.8072,6332263.422,No service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2017,4.76401,2633417.633,No service
sdg,Northern Africa and Western Asia,total,Drinking water,2018,8.85109,11986344.05,No service
sdg,Northern Africa and Western Asia,primary,Drinking water,2018,11.82621,6477927.66,No service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2018,4.74601,2652460.782,No service
sdg,Northern Africa and Western Asia,total,Drinking water,2019,8.79713,11994911.22,No service
sdg,Northern Africa and Western Asia,primary,Drinking water,2019,11.93927,6678340.893,No service
sdg,Northern Africa and Western Asia,secondary,Drinking water,2019,4.73829,2676011.324,No service
sdg,Oceania,total,Drinking water,2011,45.60453,1465519.491,No service
sdg,Oceania,primary,Drinking water,2011,46.6952,688692.59,No service
sdg,Oceania,secondary,Drinking water,2011,12.93529,175809.9468,No service
sdg,Oceania,total,Drinking water,2012,45.90788,1778194.255,No service
sdg,Oceania,primary,Drinking water,2012,46.67078,697478.8847,No service
sdg,Oceania,secondary,Drinking water,2012,12.99216,180339.5838,No service
sdg,Oceania,total,Drinking water,2013,43.09713,1695771.061,No service
sdg,Oceania,primary,Drinking water,2013,46.63288,707207.6372,No service
sdg,Oceania,secondary,Drinking water,2013,13.03276,184208.126,No service
sdg,Oceania,total,Drinking water,2014,43.12544,1721754.246,No service
sdg,Oceania,primary,Drinking water,2014,46.57868,717344.2483,No service
sdg,Oceania,secondary,Drinking water,2014,13.05961,187652.8473,No service
sdg,Oceania,total,Drinking water,2015,43.13501,1746426.551,No service
sdg,Oceania,primary,Drinking water,2015,46.55767,728381.195,No service
sdg,Oceania,secondary,Drinking water,2015,13.04644,190354.5317,No service
sdg,Oceania,total,Drinking water,2016,43.14311,1768313.211,No service
sdg,Oceania,primary,Drinking water,2016,46.55269,737698.5765,No service
sdg,Oceania,secondary,Drinking water,2016,13.07591,193759.2492,No service
sdg,Oceania,total,Drinking water,2017,43.19522,1792593.894,No service
sdg,Oceania,primary,Drinking water,2017,46.57603,748338.0786,No service
sdg,Oceania,secondary,Drinking water,2017,13.08612,196774.5991,No service
sdg,Oceania,total,Drinking water,2018,43.23596,1814517.61,No service
sdg,Oceania,primary,Drinking water,2018,46.6022,756876.0475,No service
sdg,Oceania,secondary,Drinking water,2018,13.11884,200301.9654,No service
sdg,Oceania,total,Drinking water,2019,43.4772,1958238.113,No service
sdg,Oceania,primary,Drinking water,2019,46.97301,868107.6764,No service
sdg,Oceania,secondary,Drinking water,2019,12.95316,200824.387,No service
sdg,Sub-Saharan Africa,total,Drinking water,2004,60.62142,161080603.4,No service
sdg,Sub-Saharan Africa,primary,Drinking water,2004,61.53489,71000969.84,No service
sdg,Sub-Saharan Africa,total,Drinking water,2005,59.80186,162915944.7,No service
sdg,Sub-Saharan Africa,primary,Drinking water,2005,65.32168,77332208.55,No service
sdg,Sub-Saharan Africa,secondary,Drinking water,2005,40.37505,40298134.49,No service
sdg,Sub-Saharan Africa,total,Drinking water,2006,59.31868,165607510.3,No service
sdg,Sub-Saharan Africa,primary,Drinking water,2006,64.85716,78746281.66,No service
sdg,Sub-Saharan Africa,secondary,Drinking water,2006,41.01568,41887552.78,No service
sdg,Sub-Saharan Africa,total,Drinking water,2007,59.33205,169183327.4,No service
sdg,Sub-Saharan Africa,primary,Drinking water,2007,62.89547,79152974.95,No service
sdg,Sub-Saharan Africa,secondary,Drinking water,2007,41.58106,43151874.27,No service
sdg,Sub-Saharan Africa,total,Drinking water,2008,59.08638,173018418.9,No service
sdg,Sub-Saharan Africa,primary,Drinking water,2008,62.53886,80898459.14,No service
sdg,Sub-Saharan Africa,secondary,Drinking water,2008,41.60646,44270642.59,No service
sdg,Sub-Saharan Africa,total,Drinking water,2009,58.32313,175418451.5,No service
sdg,Sub-Saharan Africa,primary,Drinking water,2009,61.7226,82092638.52,No service
sdg,Sub-Saharan Africa,secondary,Drinking water,2009,41.81091,45663664.16,No service
sdg,Sub-Saharan Africa,total,Drinking water,2010,55.17299,170461394.8,No service
sdg,Sub-Saharan Africa,primary,Drinking water,2010,58.71056,80262619.85,No service
sdg,Sub-Saharan Africa,secondary,Drinking water,2010,38.79345,43552879.62,No service
sdg,Sub-Saharan Africa,total,Drinking water,2011,54.1794,174005928.1,No service
sdg,Sub-Saharan Africa,primary,Drinking water,2011,57.63947,81847582.19,No service
sdg,Sub-Saharan Africa,secondary,Drinking water,2011,38.61431,45106777.65,No service
sdg,Sub-Saharan Africa,total,Drinking water,2012,50.32573,166051032.9,No service
sdg,Sub-Saharan Africa,primary,Drinking water,2012,56.71,82776857.35,No service
sdg,Sub-Saharan Africa,secondary,Drinking water,2012,38.52611,46220792.46,No service
sdg,Sub-Saharan Africa,total,Drinking water,2013,50.28193,170311176.7,No service
sdg,Sub-Saharan Africa,primary,Drinking water,2013,53.94246,80983304.64,No service
sdg,Sub-Saharan Africa,secondary,Drinking water,2013,37.94901,46650376.8,No service
sdg,Sub-Saharan Africa,total,Drinking water,2014,48.59363,169087805.2,No service
sdg,Sub-Saharan Africa,primary,Drinking water,2014,51.8516,80022670.17,No service
sdg,Sub-Saharan Africa,secondary,Drinking water,2014,35.66722,45098687.4,No service
sdg,Sub-Saharan Africa,total,Drinking water,2015,46.23609,166250492.7,No service
sdg,Sub-Saharan Africa,primary,Drinking water,2015,49.44003,78376324.88,No service
sdg,Sub-Saharan Africa,secondary,Drinking water,2015,35.02114,45577678.41,No service
sdg,Sub-Saharan Africa,total,Drinking water,2016,44.60231,164972817.2,No service
sdg,Sub-Saharan Africa,primary,Drinking water,2016,47.67934,77547126.72,No service
sdg,Sub-Saharan Africa,secondary,Drinking water,2016,33.7275,45167625.09,No service
sdg,Sub-Saharan Africa,total,Drinking water,2017,43.23493,163637318.4,No service
sdg,Sub-Saharan Africa,primary,Drinking water,2017,46.24988,77164837.85,No service
sdg,Sub-Saharan Africa,secondary,Drinking water,2017,33.715089999999996,46345696.08,No service
sdg,Sub-Saharan Africa,total,Drinking water,2018,42.17506,163749640.2,No service
sdg,Sub-Saharan Africa,primary,Drinking water,2018,45.07217,77126522.15,No service
sdg,Sub-Saharan Africa,secondary,Drinking water,2018,34.7977,49231934.32,No service
sdg,Sub-Saharan Africa,total,Drinking water,2019,41.18303,164107837.5,No service
sdg,Sub-Saharan Africa,primary,Drinking water,2019,44.14634,77325655.43,No service
sdg,Sub-Saharan Africa,secondary,Drinking water,2019,35.15056,51455739.41,No service
